movie_company,rating,western_violent_movie
Filmfolket,7.2,Flammen & Citronen
Filmfolket,5.7,Cecilie
Filmfreak Distributie,7.3,Wristcutters: A Love Story
Filmfreak Distributie,3.0,Wicked Lake
Filmfreak Distributie,7.3,Den brysomme mannen
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,6.7,Princess
Filmfreak Distributie,5.9,Tôkyô zankoku keisatsu
Filmfreak Distributie,5.9,Tôkyô zankoku keisatsu
Filmfreak Distributie,7.2,Flammen & Citronen
Filmfreak Distributie,7.2,Flammen & Citronen
Filmfreak Distributie,7.2,Flammen & Citronen
Filmfreak Distributie,7.2,Flammen & Citronen
Filmfreak Distributie,6.2,Los bastardos
Filmfreak Distributie,6.2,Los bastardos
Filmladen,6.8,Zhan. gu
Filmladen,6.8,Zhan. gu
Filmladen,6.8,Zhan. gu
Filmladen,7.6,Die Fälscher
Filmladen,7.6,Die Fälscher
Filmladen,7.6,Die Fälscher
Filmladen,7.8,Das weiße Band - Eine deutsche Kindergeschichte
Filmladen,7.8,Das weiße Band - Eine deutsche Kindergeschichte
Filmladen,7.1,Desert Flower
Filmmuseum Distributie,6.7,Delta
Filmmuseum Distributie,7.0,Import/Export
Films Distribution,6.1,Chacun sa nuit
Films Transit International,7.2,American Hardcore
Films Transit International,7.2,American Hardcore
Films We Like,6.8,Inland Empire
Films We Like,6.8,Inland Empire
Films We Like,6.8,Inland Empire
Filmtrade,7.1,Desert Flower
Filmware International,7.5,Die Welle
Filmware International,7.1,Che: Part One
Filmware International,7.5,Il y a longtemps que je t'aime
Finnkino,6.3,Indiana Jones and the Kingdom of the Crystal Skull
Finnkino,7.9,Hot Fuzz
Finnkino,6.5,Fast & Furious
Finnkino,6.5,Fast & Furious
Finnkino,5.5,Friday the 13th
Finnkino,7.9,Iron Man
Finnkino,7.9,Hot Fuzz
Finnkino,7.9,Hot Fuzz
Finnkino,8.3,Inglourious Basterds
Finnkino,8.3,Inglourious Basterds
Finnkino,8.3,Inglourious Basterds
Finnkino,8.3,Inglourious Basterds
Finnkino,8.3,Inglourious Basterds
Finnkino,8.3,Inglourious Basterds
Finnkino,8.3,Inglourious Basterds
Finnkino,8.3,Inglourious Basterds
Finnkino,7.9,Iron Man
Finnkino,5.5,Friday the 13th
Finnkino,6.4,Death Race
Finnkino,6.4,Death Race
Finnkino,6.4,Death Race
Finnkino,6.4,Death Race
Finnkino,6.2,Duplicity
Finnkino,6.4,Death Race
Finnkino,6.4,Death Race
Finnkino,6.6,Eagle Eye
Finnkino,6.2,Duplicity
Finnkino,6.6,Eagle Eye
Finnkino,4.6,The Unborn
Finnkino,7.1,Things We Lost in the Fire
Finnkino,7.0,Tropic Thunder
Finnkino,7.6,Watchmen
Finnkino,6.6,The Soloist
Finnkino,6.0,World Trade Center
Finnkino,7.0,Tropic Thunder
Finnkino,7.0,Tropic Thunder
Finnkino,7.6,Watchmen
Finnkino,6.6,The Soloist
Finnkino,7.0,Tropic Thunder
Finnkino,7.1,State of Play
Finnkino,7.1,State of Play
Finnkino,6.0,Shrek the Third
Finnkino,7.0,Public Enemies
Finnkino,5.2,The Mummy: Tomb of the Dragon Emperor
Finnkino,5.2,The Mummy: Tomb of the Dragon Emperor
Finnkino,6.6,Smokin' Aces
Finnkino,7.0,Public Enemies
Finnkino,7.0,Public Enemies
Finnkino,7.7,Stardust
Finnkino,7.7,United 93
Finnkino,7.7,United 93
Finnkino,7.1,Hellboy II: The Golden Army
Finnkino,7.1,Hellboy II: The Golden Army
Finnkino,5.9,Miami Vice
Finnkino,5.9,Miami Vice
Finnkino,5.9,Miami Vice
Finnkino,5.9,Miami Vice
Finnkino,5.2,Land of the Lost
Finnkino,5.9,Miami Vice
Finnkino,7.1,Hellboy II: The Golden Army
Finnkino,7.1,Hellboy II: The Golden Army
Finnkino,5.9,Miami Vice
Finnkino,7.8,Changeling
Finnkino,7.8,Changeling
Finnkino,7.8,Atonement
Finnkino,7.8,American Gangster
Finnkino,7.1,Cloverfield
Finnkino,7.8,American Gangster
Finnkino,8.2,No Country for Old Men
Finnkino,8.2,No Country for Old Men
Finnkino,7.4,Revolutionary Road
Finnkino,7.1,Shooter
Finnkino,7.1,Shooter
Finnkino,8.2,No Country for Old Men
Finnkino,7.1,Shooter
Finnkino,8.1,The Bourne Ultimatum
Finnkino,6.5,The Last House on the Left
Finnkino,6.5,The Last House on the Left
Finnkino,6.5,The Last House on the Left
Finnkino,8.1,The Bourne Ultimatum
Finnkino,8.1,The Bourne Ultimatum
Finnkino,8.1,The Bourne Ultimatum
Firebox,7.4,Once Upon a Time in Norway
First Distributors,6.4,Funny Games U.S.
First Distributors,6.4,Funny Games U.S.
First Distributors,6.4,Funny Games U.S.
First Distributors,6.4,Funny Games U.S.
First Distributors,6.4,Funny Games U.S.
First Distributors,6.4,Funny Games U.S.
First Distributors,7.8,Das weiße Band - Eine deutsche Kindergeschichte
First Distributors,7.8,Das weiße Band - Eine deutsche Kindergeschichte
First Distributors,7.8,Auf der anderen Seite
Five,7.4,Playing Cards with Coyote
Five,7.8,A561984
Five Stars,5.6,Ten 'til Noon
Five Stars,5.6,Ten 'til Noon
Five Stars Distributora,4.9,No Man's Land: The Rise of Reeker
Five Stars Distributora,4.9,No Man's Land: The Rise of Reeker
Fivia,7.6,Die Fälscher
Fivia,7.6,Die Fälscher
Fivia,7.6,Die Fälscher
Flashstar,7.1,Defiance
Flashstar,7.1,Defiance
Flashstar,7.1,Defiance
Flashstar,6.1,Adam Resurrected
Flashstar,6.1,Adam Resurrected
Flashstar,7.4,Mr. Brooks
Flashstar,7.4,Mr. Brooks
Flashstar,7.4,Mr. Brooks
Flashstar Home Vídeo,3.5,Minotaur
Flashstar Home Vídeo,7.1,Rambo
Flashstar Home Vídeo,7.1,Rambo
Flashstar Home Vídeo,7.1,Rambo
Flashstar Home Vídeo,3.5,Minotaur
Flashstar Home Vídeo,7.1,Rambo
Flashstar Home Vídeo,7.1,Rambo
Flashstar Home Vídeo,7.1,Rambo
Flashstar Home Vídeo,4.2,Direct Contact
Flashstar Home Vídeo,4.2,Direct Contact
Flashstar Home Vídeo,4.2,Direct Contact
Flashstar Home Vídeo,4.2,Direct Contact
Flashstar Home Vídeo,4.2,Direct Contact
Flashstar Home Vídeo,4.2,Direct Contact
Flashstar Home Vídeo,5.6,Home of the Brave
Flashstar Home Vídeo,5.2,L'inchiesta
Flashstar Home Vídeo,6.6,King of California
Flashstar Home Vídeo,5.8,Until Death
Flashstar Home Vídeo,5.8,Until Death
Flashstar Home Vídeo,5.8,Until Death
Flashstar Home Vídeo,5.8,Until Death
Flashstar Home Vídeo,5.8,Until Death
Flashstar Home Vídeo,5.8,Until Death
Flashstar Home Vídeo,6.8,Goya's Ghosts
Flashstar Home Vídeo,5.8,88 Minutes
Flashstar Home Vídeo,5.8,88 Minutes
Flashstar Home Vídeo,5.8,88 Minutes
Flashstar Home Vídeo,5.8,88 Minutes
Flashstar Home Vídeo,5.8,88 Minutes
Flashstar Home Vídeo,5.8,88 Minutes
Flashstar Home Vídeo,4.3,Postal
Flashstar Home Vídeo,4.3,Postal
Flashstar Home Vídeo,4.3,Postal
Flashstar Home Vídeo,4.3,Postal
Flashstar Home Vídeo,4.3,Postal
Flashstar Home Vídeo,4.3,Postal
Flashstar Home Vídeo,4.5,The Garden
Focus Filmes,4.9,The Devil's Chair
Focus Filmes,4.9,The Devil's Chair
Focus Filmes,5.0,Unrest
Focus Filmes,5.0,Unrest
Focus Filmes,6.7,Resurrecting the Champ
Focus Filmes,6.5,Stuck
Focus Filmes,6.5,Stuck
Focus Filmes,5.6,Ten 'til Noon
Focus Filmes,5.6,Ten 'til Noon
Focus Filmes,7.8,3:10 to Yuma
Focus Filmes,7.8,3:10 to Yuma
Focus Filmes,7.8,3:10 to Yuma
Focus Films,6.3,Fast Food Nation
Folkets Bio,7.8,Das weiße Band - Eine deutsche Kindergeschichte
Folkets Bio,7.8,Das weiße Band - Eine deutsche Kindergeschichte
Folkets Bio,7.8,Auf der anderen Seite
Folkets hus,4.2,Vägen hem
Force Entertainment,6.5,Unknown
Force Entertainment,6.5,Unknown
Force Entertainment,4.9,Fingerprints
Force Entertainment,4.9,Fingerprints
Force Entertainment,5.0,Wicked Little Things
Force Entertainment,5.0,Wicked Little Things
Force Entertainment,5.7,Hatchet
Force Entertainment,5.7,Hatchet
Force Entertainment,4.0,Hood of Horror
Force Entertainment,5.7,Hatchet
Fortissimo Films,7.7,Nanking
Fortissimo Films,7.7,Nanking
Fortissimo Films,7.7,Nanking
Forum,7.5,A Single Man
Forum,6.7,Step Brothers
Forum Cinemas,5.4,The Omen
Forum Cinemas,6.2,Surrogates
Forum Cinemas,6.2,Surrogates
Forum Cinemas,6.2,Surrogates
Forum Cinemas,6.2,Surrogates
Forum Cinemas,6.2,Surrogates
Forum Cinemas,7.3,Sunshine
Forum Cinemas,5.0,Shutter
Forum Cinemas,7.3,Sunshine
Forum Cinemas,6.2,Surrogates
Forum Cinemas,5.4,The Omen
Forum Cinemas,6.0,Mirrors
Forum Cinemas,7.1,Shooter
Forum Cinemas,6.0,Mirrors
Forum Cinemas,7.1,Shooter
Forum Cinemas,7.1,Shooter
Forum Cinemas,7.1,Shooter
Forum Cinemas,7.1,Shooter
Forum Cinemas,7.1,Shooter
Forum Cinemas,8.0,Ratatouille
Forum Cinemas,6.4,The Taking of Pelham 1 2 3
Forum Cinemas,6.8,X-Men: The Last Stand
Forum Cinemas,6.2,The Uninvited
Forum Cinemas,4.6,The Unborn
Forum Cinemas,6.4,The Taking of Pelham 1 2 3
Forum Cinemas,6.4,The Taking of Pelham 1 2 3
Forum Cinemas,5.4,Whiteout
Forum Cinemas,5.4,Whiteout
Forum Cinemas,6.2,The Uninvited
Forum Cinemas,6.7,X-Men Origins: Wolverine
Forum Cinemas,6.7,X-Men Origins: Wolverine
Forum Cinemas,6.7,X-Men Origins: Wolverine
Forum Cinemas,6.4,The Taking of Pelham 1 2 3
Forum Cinemas,6.4,The Taking of Pelham 1 2 3
Forum Cinemas,6.4,The Taking of Pelham 1 2 3
Forum Cinemas,6.7,Underworld: Evolution
Forum Cinemas,8.1,The Bourne Ultimatum
Forum Cinemas,8.1,The Bourne Ultimatum
Forum Cinemas,6.9,The Incredible Hulk
Forum Cinemas,8.1,The Bourne Ultimatum
Forum Cinemas,8.1,The Bourne Ultimatum
Forum Cinemas,8.1,The Bourne Ultimatum
Forum Cinemas,8.1,The Bourne Ultimatum
Forum Cinemas,6.9,The Incredible Hulk
Forum Cinemas,6.9,The Incredible Hulk
Forum Cinemas,6.5,The Last House on the Left
Forum Cinemas,6.5,The Last House on the Left
Forum Cinemas,8.1,The Bourne Ultimatum
Forum Cinemas,5.1,The Happening
Forum Cinemas,6.5,The Last House on the Left
Forum Cinemas,6.4,The Hills Have Eyes
Forum Cinemas,6.4,The Hills Have Eyes
Forum Cinemas,6.4,The Hills Have Eyes
Forum Cinemas,6.9,The Incredible Hulk
Forum Cinemas,6.9,The Incredible Hulk
Forum Cinemas,5.4,The Day the Earth Stood Still
Forum Cinemas,8.1,The Bourne Ultimatum
Forum Cinemas,5.4,The Day the Earth Stood Still
Forum Cinemas,6.9,The Incredible Hulk
Forum Cinemas,2.3,Epic Movie
Forum Cinemas,2.3,Epic Movie
Forum Cinemas,5.5,Friday the 13th
Forum Cinemas,5.5,Friday the 13th
Forum Cinemas,6.3,Indiana Jones and the Kingdom of the Crystal Skull
Forum Cinemas,8.0,Avatar
Forum Cinemas,7.8,3:10 to Yuma
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,7.8,3:10 to Yuma
Forum Cinemas,7.8,3:10 to Yuma
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,7.8,Changeling
Forum Cinemas,7.8,Changeling
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,6.9,Orphan
Forum Cinemas,7.0,Pineapple Express
Forum Cinemas,7.0,Pineapple Express
Forum Cinemas,7.0,Pineapple Express
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,7.0,Pineapple Express
Forum Cinemas,7.0,Pineapple Express
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,7.0,Pineapple Express
Forum Cinemas,6.2,Duplicity
Forum Cinemas,6.2,Duplicity
Forum Cinemas,6.2,Duplicity
Forum Cinemas,6.2,Duplicity
Forum Cinemas,6.2,Duplicity
Forum Cinemas,6.2,Duplicity
Forum Entertainment,5.8,The Ruins
Forum Entertainment,5.8,The Ruins
Forum Entertainment,5.8,The Ruins
Forum Entertainment,5.8,The Ruins
Forum Film,7.6,The Reader
Forum Film,7.6,The Reader
Forum Film,7.6,The Reader
Forum Film,7.6,The Reader
Forum Film,7.4,Mr. Brooks
Forum Film,7.4,Mr. Brooks
Forum Film,7.4,Mr. Brooks
Fox,7.4,All in the Family
Fox,7.8,Then... and Again
Fox,8.0,How to Make a Killing in Big Business: Part 1
Fox,8.0,How to Make a Killing in Big Business: Part 1
Fox,7.7,How to Make a Killing in Big Business: Part 3
Fox,7.6,The First Bite Is the Deepest
Fox,7.9,The Other Woman
Fox,8.0,The Man in the Mirror
Fox,7.5,The Talented Ms. Boddicker
Fox Crime,8.1,Pilot
Fox Crime,8.3,Popping Cherry
Fox Filmes do Brasil,7.4,The Simpsons Movie
Fox Filmes do Brasil,7.3,The Fountain
Fox Filmes do Brasil,7.3,The Fountain
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox-Warner,5.4,The Omen
Fox-Warner,6.2,The Number 23
Fox-Warner,5.4,The Omen
Fox-Warner,6.2,The Number 23
Fox-Warner,6.8,Street Kings
Fox-Warner,6.8,Street Kings
Fox-Warner,6.8,Street Kings
Fox-Warner,6.2,The Number 23
Fox-Warner,5.7,Snakes on a Plane
Fox-Warner,5.7,Snakes on a Plane
Fox-Warner,5.0,Shutter
Fox-Warner,6.2,The Number 23
Fox-Warner,5.7,Snakes on a Plane
Fox-Warner,6.5,The Nativity Story
Fox-Warner,7.3,Sunshine
Fox-Warner,7.3,Sunshine
Fox-Warner,7.6,The Assassination of Jesse James by the Coward Robert Ford
Fox-Warner,7.6,The Assassination of Jesse James by the Coward Robert Ford
Fox-Warner,7.6,The Assassination of Jesse James by the Coward Robert Ford
Fox-Warner,5.6,Star Wars: The Clone Wars
Fox-Warner,7.5,Sweeney Todd: The Demon Barber of Fleet Street
Fox-Warner,7.5,Sweeney Todd: The Demon Barber of Fleet Street
Fox-Warner,5.7,Snakes on a Plane
Fox-Warner,6.1,The Golden Compass
Fox-Warner,6.8,The Brave One
Fox-Warner,7.7,The Last King of Scotland
Fox-Warner,7.7,The Last King of Scotland
Fox-Warner,6.4,The Hills Have Eyes
Fox-Warner,6.4,The Hills Have Eyes
Fox-Warner,6.8,The Brave One
Fox-Warner,5.1,The Happening
Fox-Warner,6.4,The Hills Have Eyes
Fox-Warner,6.1,The Good German
Fox-Warner,7.4,The Bucket List
Fox-Warner,6.1,The Good German
Fox-Warner,6.8,The Brave One
Fox-Warner,7.7,Zodiac
Fox-Warner,5.8,The Texas Chainsaw Massacre: The Beginning
Fox-Warner,5.6,The Reaping
Fox-Warner,5.6,The Reaping
Fox-Warner,7.7,Zodiac
Fox-Warner,5.8,The Texas Chainsaw Massacre: The Beginning
Fox-Warner,5.8,The Texas Chainsaw Massacre: The Beginning
Fox-Warner,7.4,The Simpsons Movie
Fox-Warner,5.8,The X Files: I Want to Believe
Fox-Warner,6.8,X-Men: The Last Stand
Fox-Warner,5.3,The Pink Panther
Fox-Warner,7.7,Zodiac
Fox-Warner,8.4,The Prestige
Fox-Warner,8.4,The Prestige
Fox-Warner,5.8,The X Files: I Want to Believe
Fox-Warner,7.7,300
Fox-Warner,7.7,300
Fox-Warner,4.7,AVPR: Aliens vs Predator - Requiem
Fox-Warner,6.6,Australia
Fox-Warner,4.7,AVPR: Aliens vs Predator - Requiem
Fox-Warner,7.0,A Scanner Darkly
Fox-Warner,6.6,Australia
Fox-Warner,8.0,Blood Diamond
Fox-Warner,8.0,Blood Diamond
Fox-Warner,8.0,Blood Diamond
Fox-Warner,8.0,Blood Diamond
Fox-Warner,7.3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Fox-Warner,8.0,Blood Diamond
Fox-Warner,8.0,Blood Diamond
Fox-Warner,8.0,Blood Diamond
Fox-Warner,6.1,Beerfest
Fox-Warner,6.3,Beowulf
Fox-Warner,6.3,Beowulf
Fox-Warner,8.0,Blood Diamond
Fox-Warner,8.0,Blood Diamond
Fox-Warner,7.1,Valkyrie
Fox-Warner,7.1,Valkyrie
Fox-Warner,7.1,Valkyrie
Fox-Warner,7.1,Valkyrie
Fox-Warner,7.1,Valkyrie
Fox-Warner,7.1,Valkyrie
Fox-Warner,6.0,Rush Hour 3
Fox-Warner,6.7,Shoot 'Em Up
Fox-Warner,6.8,Rendition
Fox-Warner,6.8,Rendition
Fox-Warner,6.0,Rush Hour 3
Fox-Warner,7.2,Rocky Balboa
Fox-Warner,6.0,Rush Hour 3
Fox-Warner,6.0,Rush Hour 3
Fox-Warner,5.7,Semi-Pro
Fox-Warner,6.0,Rush Hour 3
Fox-Warner,6.0,Rush Hour 3
Fox-Warner,6.8,Rendition
Fox-Warner,6.7,Shoot 'Em Up
Fox-Warner,6.7,Shoot 'Em Up
Fox-Warner,7.1,Fracture
Fox-Warner,7.1,Flags of Our Fathers
Fox-Warner,5.7,Final Destination 3
Fox-Warner,7.1,Flags of Our Fathers
Fox-Warner,7.1,Fracture
Fox-Warner,7.1,Fracture
Fox-Warner,5.5,Fool's Gold
Fox-Warner,5.7,Final Destination 3
Fox-Warner,7.1,Flags of Our Fathers
Fox-Warner,7.1,Fracture
Fox-Warner,5.7,Firewall
Fox-Warner,6.5,Get Smart
Fox-Warner,6.5,Get Smart
Fox-Warner,7.1,I Am Legend
Fox-Warner,5.7,Firewall
Fox-Warner,5.7,Final Destination 3
Fox-Warner,5.7,Final Destination 3
Fox-Warner,5.7,Firewall
Fox-Warner,7.9,Letters from Iwo Jima
Fox-Warner,7.9,Letters from Iwo Jima
Fox-Warner,7.9,Letters from Iwo Jima
Fox-Warner,5.3,Pathfinder
Fox-Warner,5.3,Pathfinder
Fox-Warner,7.3,Live Free or Die Hard
Fox-Warner,7.3,Live Free or Die Hard
Fox-Warner,6.2,Hitman
Fox-Warner,6.2,Hitman
Fox-Warner,6.2,Hitman
Fox-Warner,3.8,One Missed Call
Fox-Warner,7.3,Live Free or Die Hard
Fox-Warner,3.8,One Missed Call
France 2 (FR2),7.9,Casino Royale
France 2 (FR2),7.9,Casino Royale
France 2 (FR2),7.9,Casino Royale
France 2 (FR2),7.9,Casino Royale
France 2 (FR2),5.5,L'homme à l'envers
France 2 (FR2),7.9,Casino Royale
France 2 (FR2),7.9,Casino Royale
Free Dolphin Entertainment,7.0,Charlie Bartlett
Free Dolphin Entertainment,4.4,Drive Thru
Free Dolphin Entertainment,5.8,Dance of the Dead
Free Dolphin Entertainment,5.8,Dance of the Dead
Free Dolphin Entertainment,5.9,The Lost
Free Dolphin Entertainment,5.9,The Lost
Free Dolphin Entertainment,5.9,The Lost
Free Dolphin Entertainment,5.1,The Hamiltons
Free Dolphin Entertainment,5.1,The Hamiltons
Free Dolphin Entertainment,3.7,Hack!
Freeway Entertainment,6.2,Joy Division
Fremantle Home Entertainment,4.5,Death of a Ghost Hunter
Frenetic Films,7.9,Earth
Frenetic Films,7.9,Earth
Frenetic Films,6.9,Julia
Frenetic Films,6.9,Julia
Frenetic Films,5.4,Babylon A.D.
Frenetic Films,6.7,Cassandra's Dream
Frenetic Films,5.4,Babylon A.D.
Frenetic Films,6.5,Silent Hill
Frenetic Films,6.5,Silent Hill
Frenetic Films,6.5,Silent Hill
Frenetic Films,6.1,The Strangers
Frenetic Films,6.1,The Strangers
Frenetic Films,6.1,The Strangers
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,5.9,Righteous Kill
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,7.8,Män som hatar kvinnor
Frenetic Films,6.8,Red Road
Frenetic Films,5.9,Righteous Kill
Front Row Distributors,7.4,Precious
Front Row Distributors,4.9,Dark Corners
Front Row Distributors,4.9,Dark Corners
Front Row Distributors,4.9,Dark Corners
Front Row Distributors,6.8,Interview
Front Row Distributors,7.9,Persepolis
Front Row Distributors,7.9,Persepolis
Front Row Distributors,7.9,Persepolis
Front Row Distributors,7.9,Persepolis
Front Row Filmed Entertainment,3.1,Highlander: The Source
Front Row Filmed Entertainment,3.1,Highlander: The Source
Front Row Filmed Entertainment,7.9,Persepolis
Front Row Filmed Entertainment,7.9,Persepolis
Front Row Filmed Entertainment,4.9,Dark Corners
Front Row Filmed Entertainment,4.9,Dark Corners
Front Row Filmed Entertainment,7.2,Black Dynamite
Front Row Filmed Entertainment,4.9,Dark Corners
Front Row Filmed Entertainment,7.2,Black Dynamite
Front Row Filmed Entertainment,2.0,Death Toll
Front Row Filmed Entertainment,7.2,Black Dynamite
Front Row Filmed Entertainment,7.2,Black Dynamite
Front Row Filmed Entertainment,5.0,Cargo
Front Row Filmed Entertainment,2.0,Death Toll
Front Row Filmed Entertainment,6.6,Blood and Bone
Front Row Filmed Entertainment,6.6,Blood and Bone
Front Row Filmed Entertainment,6.2,The Number 23
Front Row Filmed Entertainment,6.6,Pride and Glory
Front Row Filmed Entertainment,6.6,Pride and Glory
Front Row Filmed Entertainment,6.6,Pride and Glory
Front Row Filmed Entertainment,6.2,The Number 23
Front Row Filmed Entertainment,6.6,Pride and Glory
Front Row Filmed Entertainment,6.6,Pride and Glory
Front Row Filmed Entertainment,6.6,Pride and Glory
Front Row Filmed Entertainment,6.2,The Number 23
Front Row Filmed Entertainment,6.9,Snow Angels
Front Row Filmed Entertainment,6.2,The Number 23
Front Row Filmed Entertainment,5.8,The Babysitters
Front Row Filmed Entertainment,6.5,The Nativity Story
Front Row Filmed Entertainment,5.1,Amusement
Front Row Filmed Entertainment,6.5,Arn: Tempelriddaren
Front Row Filmed Entertainment,6.5,Arn: Tempelriddaren
Front Row Filmed Entertainment,5.1,Animal 2
Front Row Filmed Entertainment,6.5,Arn: Tempelriddaren
Front Row Filmed Entertainment,6.1,Alone with Her
Front Row Filmed Entertainment,6.5,Arn: Tempelriddaren
Front Row Filmed Entertainment,7.8,Cocaine Cowboys
Front Row Filmed Entertainment,7.8,Cocaine Cowboys
Front Row Filmed Entertainment,7.8,Cocaine Cowboys
Front Row Filmed Entertainment,5.1,Amusement
Front Row Filmed Entertainment,5.6,Chapter 27
Front Row Filmed Entertainment,5.7,A Crime
Front Row Filmed Entertainment,6.0,Rush Hour 3
Front Row Filmed Entertainment,6.0,Rush Hour 3
Front Row Filmed Entertainment,6.7,Scoop
Front Row Filmed Entertainment,6.0,Miracle at St. Anna
Front Row Filmed Entertainment,6.0,Miracle at St. Anna
Front Row Filmed Entertainment,6.7,Shoot 'Em Up
Front Row Filmed Entertainment,6.7,Shoot 'Em Up
Front Row Filmed Entertainment,6.6,Severance
Front Row Filmed Entertainment,6.7,Shoot 'Em Up
Front Row Filmed Entertainment,6.1,Redacted
Front Row Filmed Entertainment,4.2,Never Forget
Front Row Filmed Entertainment,6.0,Rush Hour 3
Front Row Filmed Entertainment,6.8,Rendition
Front Row Filmed Entertainment,6.8,Rendition
Front Row Filmed Entertainment,6.8,Rendition
Front Row Filmed Entertainment,6.0,Rush Hour 3
Front Row Filmed Entertainment,6.0,Rush Hour 3
Front Row Filmed Entertainment,6.0,Rush Hour 3
Front Row Filmed Entertainment,5.6,Roman
Front Row Filmed Entertainment,6.3,The Collector
Front Row Filmed Entertainment,6.3,The Collector
Front Row Filmed Entertainment,5.7,The Caller
Front Row Filmed Entertainment,6.3,The Collector
Front Row Filmed Entertainment,6.3,The Collector
Front Row Filmed Entertainment,6.1,The Golden Compass
Front Row Filmed Entertainment,7.1,Fracture
Front Row Filmed Entertainment,6.8,Interview
Front Row Filmed Entertainment,7.2,Going to Pieces: The Rise and Fall of the Slasher Film
Front Row Filmed Entertainment,7.1,Iraq in Fragments
Front Row Filmed Entertainment,7.2,Going to Pieces: The Rise and Fall of the Slasher Film
Front Row Filmed Entertainment,6.3,Fast Food Nation
Front Row Filmed Entertainment,7.2,Going to Pieces: The Rise and Fall of the Slasher Film
Front Row Filmed Entertainment,6.1,In the Electric Mist
Front Row Filmed Entertainment,7.1,Fracture
Front Row Filmed Entertainment,7.1,Fracture
Front Row Filmed Entertainment,6.9,Julia
Front Row Filmed Entertainment,6.9,Julia
Front Row Filmed Entertainment,6.2,Joy Division
Front Row Filmed Entertainment,7.1,Fracture
Front Row Filmed Entertainment,6.1,The Signal
Front Row Filmed Entertainment,8.0,The Wrestler
Front Row Filmed Entertainment,5.8,The Texas Chainsaw Massacre: The Beginning
Front Row Filmed Entertainment,5.8,The Texas Chainsaw Massacre: The Beginning
Front Row Filmed Entertainment,5.8,The Texas Chainsaw Massacre: The Beginning
Front Row Filmed Entertainment,5.9,The Walker
Front Row Filmed Entertainment,7.8,The Stoning of Soraya M.
Front Row Filmed Entertainment,6.1,The Signal
Front Row Filmed Entertainment,7.8,The Stoning of Soraya M.
Front Row Filmed Entertainment,8.0,The Wrestler
Front Row Filmed Entertainment,5.9,The Walker
Front Row Filmed Entertainment,5.9,The Walker
FS Film,7.4,Mr. Brooks
FS Film,7.4,Mr. Brooks
FS Film,7.4,Mr. Brooks
FS Film,6.7,Quantum of Solace
FS Film,5.4,The Omen
FS Film,5.4,The Omen
FS Film,5.4,The Omen
FS Film,5.4,The Omen
FS Film,7.3,Live Free or Die Hard
FS Film,7.3,Live Free or Die Hard
FS Film,7.3,Live Free or Die Hard
FS Film,7.3,Live Free or Die Hard
FS Film,6.2,Hitman
FS Film,6.2,Hitman
FS Film,6.2,Hitman
FS Film,7.3,Live Free or Die Hard
FS Film,6.2,Hitman
FS Film,6.2,Hitman
FS Film,5.3,Max Payne
FS Film,5.3,Max Payne
FS Film,5.3,Max Payne
FS Film,5.3,Max Payne
FS Film,7.3,Live Free or Die Hard
FS Film,6.2,Hitman
FS Film,7.3,Live Free or Die Hard
FS Film,7.3,Live Free or Die Hard
FS Film,7.3,Live Free or Die Hard
FS Film,7.3,Live Free or Die Hard
FS Film,7.3,Live Free or Die Hard
FS Film,7.3,Live Free or Die Hard
FS Film,7.0,Burn After Reading
FS Film,8.0,District 9
FS Film,8.0,District 9
