movie_company,rating,complete_euro_dark_movie
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,5.2,Hollywood Homicide
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,4.8,Ghosts of Mars
Columbia TriStar Home Entertainment,3.5,Black Mask 2: City of Masks
Columbia TriStar Home Entertainment,3.5,Black Mask 2: City of Masks
Columbia TriStar Home Entertainment,3.5,Black Mask 2: City of Masks
Columbia TriStar Home Entertainment,3.5,Black Mask 2: City of Masks
Columbia TriStar Home Entertainment,3.5,Black Mask 2: City of Masks
Columbia TriStar Home Entertainment,3.5,Black Mask 2: City of Masks
Columbia TriStar Home Entertainment,3.5,Black Mask 2: City of Masks
Columbia TriStar Home Entertainment,3.5,Black Mask 2: City of Masks
Columbia TriStar Home Entertainment,5.2,Hollywood Homicide
Columbia TriStar Home Entertainment,5.2,Hollywood Homicide
Columbia TriStar Home Entertainment,5.2,Hollywood Homicide
Columbia TriStar Home Entertainment,6.6,Hannibal
Columbia TriStar Home Entertainment,5.8,Suspect Zero
Columbia TriStar Home Entertainment,5.8,Suspect Zero
Columbia TriStar Home Entertainment,5.8,Suspect Zero
Columbia TriStar Home Video,5.8,Suspect Zero
Columbia TriStar Home Video,5.8,Suspect Zero
Columbia TriStar Home Video,6.2,The Human Stain
Columbia TriStar Home Video,5.8,Suspect Zero
Columbia TriStar Home Video,6.2,The Human Stain
Columbia TriStar Home Video,6.2,The Human Stain
Columbia TriStar Home Video,6.2,The Human Stain
Columbia TriStar Home Video,4.8,Ghosts of Mars
Columbia TriStar Home Video,3.5,Black Mask 2: City of Masks
Columbia TriStar Home Video,7.4,Capote
Columbia TriStar Home Video,7.4,Capote
Columbia TriStar Home Video,4.8,Ghosts of Mars
Columbia TriStar Home Video,7.4,Capote
Columbia TriStar Home Video,5.2,Hollywood Homicide
Columbia TriStar Home Video,5.2,Hollywood Homicide
Columbia TriStar Home Video,4.8,Ghosts of Mars
Columbia TriStar Home Video,5.2,Hollywood Homicide
Columbia TriStar Home Video,5.2,Hollywood Homicide
Columbia TriStar Home Video,3.5,Black Mask 2: City of Masks
Columbia TriStar Italia,7.1,Bad Santa
Columbia TriStar Italia,7.1,Bad Santa
Columbia TriStar Italia,7.1,Bad Santa
Columbia TriStar Italia,7.1,Bad Santa
Columbia TriStar Italia,7.1,Bad Santa
Columbia TriStar Italia,7.1,Bad Santa
Columbia TriStar Nordisk Film Distributors,6.8,Wilbur Wants to Kill Himself
Columbia TriStar Nordisk Film Distributors,6.8,Wilbur Wants to Kill Himself
Columbia TriStar Nordisk Film Distributors,7.5,The Aviator
Columbia TriStar Warner Filmes de Portugal,7.6,Sherlock Holmes
Columbia TriStar Warner Filmes de Portugal,5.8,Suspect Zero
Columbia TriStar Warner Filmes de Portugal,5.8,Suspect Zero
Columbia TriStar Warner Filmes de Portugal,5.8,Suspect Zero
Columbia TriStar Warner Filmes de Portugal,6.9,Orphan
Columbia TriStar Warner Filmes de Portugal,6.9,Orphan
Columbia TriStar Warner Filmes de Portugal,6.9,Orphan
Columbia TriStar Warner Filmes de Portugal,6.9,Orphan
Columbia TriStar Warner Filmes de Portugal,7.6,Sherlock Holmes
Columbia TriStar Warner Filmes de Portugal,7.6,Sherlock Holmes
Columbia TriStar Warner Filmes de Portugal,7.6,Sherlock Holmes
Columbia TriStar Warner Filmes de Portugal,7.6,Sherlock Holmes
Columbia TriStar Warner Filmes de Portugal,7.6,Sherlock Holmes
Columbia TriStar Warner Filmes de Portugal,8.0,District 9
Columbia TriStar Warner Filmes de Portugal,8.0,District 9
Columbia TriStar Warner Filmes de Portugal,8.0,District 9
Comedy Central,8.1,Pilot
Compañía General de la Imagen (CGI),6.7,Undertow
Compañía General de la Imagen (CGI),6.7,Undertow
Compañía General de la Imagen (CGI),6.7,Undertow
Compañía General de la Imagen (CGI),7.0,Pieces of April
Concorde Filmverleih,6.2,The Human Stain
Concorde Filmverleih,6.2,The Human Stain
Concorde Filmverleih,6.2,The Human Stain
Concorde Filmverleih,6.2,The Human Stain
Concorde Filmverleih,6.8,Death Sentence
Concorde Filmverleih,6.8,Death Sentence
Concorde Video,6.8,Death Sentence
Concorde Video,6.8,Death Sentence
Constantin Film,7.3,Michael Clayton
Constantin Film,8.3,Der Untergang
Constantin Film,7.3,Law Abiding Citizen
Constantin Film,7.3,Law Abiding Citizen
Constantin Film,8.3,Der Untergang
Constantin Film,7.2,K-PAX
Constantin Film,7.2,K-PAX
Constantin Film,7.2,K-PAX
Constantin Film,7.2,K-PAX
Constantin Film,8.3,Der Untergang
Constantin Film,7.3,Law Abiding Citizen
Constantin Film,4.7,The Grudge 2
ContentFilm International,6.6,The King
ContentFilm International,7.0,The Cooler
ContentFilm International,7.0,The Cooler
ContentFilm International,6.7,Undertow
ContentFilm International,6.7,Undertow
ContentFilm International,6.6,The King
ContentFilm International,6.6,The King
ContentFilm International,6.7,Undertow
Continental Film,8.4,The Prestige
Continental Film,6.9,Orphan
Continental Film,6.9,Orphan
Continental Film,6.9,Orphan
Continental Film,8.4,The Prestige
Continental Film,6.9,Orphan
Cosmopol FD,6.8,The Pledge
Croco Film,7.5,Gangs of New York
Croco Film,7.5,Gangs of New York
CTV International,4.8,Ghosts of Mars
CTV International,4.8,Ghosts of Mars
CTV International,4.8,Ghosts of Mars
CTV International,5.5,People I Know
CTV International,5.5,People I Know
Das Erste (ARD),7.8,Silikon Walli
DeA Planeta Home Entertainment,6.7,Confidence
DeA Planeta Home Entertainment,7.3,Michael Clayton
DeA Planeta Home Entertainment,7.0,An Unfinished Life
DeA Planeta Home Entertainment,7.0,An Unfinished Life
DeA Planeta Home Entertainment,6.7,Confidence
DeA Planeta Home Entertainment,6.7,Confidence
DeA Planeta Home Entertainment,6.7,May
DeA Planeta Home Entertainment,6.7,May
DeA Planeta Home Entertainment,6.7,Confidence
Deltamac Entertainment,7.3,Michael Clayton
Deltamac Entertainment,5.8,The Fourth Kind
Deltamac Entertainment,7.5,The Aviator
Deltamac Entertainment,5.8,The Fourth Kind
Diaphana Films,6.7,Storytelling
Distribution Company,6.4,Out of Time
Distribution Company,6.5,Cellular
Distribution Company,6.7,Confidence
Distribution Company,6.5,Cellular
Distribution Company,8.0,Bowling for Columbine
Distribution Company,8.0,Bowling for Columbine
Distribution Company,6.7,Confidence
Distribution Company,6.7,Confidence
Distribution Company,8.0,Bowling for Columbine
Distribution Company,7.0,An Unfinished Life
Distribution Company,8.0,Bowling for Columbine
Distribution Company,6.7,Confidence
Distribution Company,6.8,Death Sentence
Distribution Company,6.8,Death Sentence
Distribution Company,7.3,Before the Devil Knows You're Dead
Distribution Company,7.3,Before the Devil Knows You're Dead
Distribution Company,6.8,John Q
Distribution Company,6.5,Cellular
Distribution Company,6.5,Cellular
Distribution Company,7.0,An Unfinished Life
Distribution Company,6.5,Cellular
Distribution Company,6.5,Cellular
Divisa Home Video,6.4,Out of Time
Divisa Home Video,7.2,The Woodsman
DNC Entertainment,6.6,The King
DNC Entertainment,6.6,The King
DNC Entertainment,6.6,The King
DNC Entertainment,6.8,Death Sentence
DNC Entertainment,6.8,Death Sentence
DPI,7.9,Crash
DPI,7.9,Crash
DPI,7.9,Crash
DPI,7.9,Crash
DPI,7.9,Crash
DPI,7.9,Crash
DPI,7.9,Crash
DPI,7.9,Crash
DPI,7.9,Crash
DPI,7.9,Crash
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),7.0,An Unfinished Life
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),6.7,Confidence
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),5.2,Blood and Chocolate
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),5.2,Blood and Chocolate
Dutch FilmWorks (DFW),6.7,Confidence
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),6.7,Confidence
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),5.2,Blood and Chocolate
Dutch FilmWorks (DFW),5.2,Blood and Chocolate
Dutch FilmWorks (DFW),6.7,Confidence
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),7.3,Michael Clayton
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),7.3,Monster
Dutch FilmWorks (DFW),7.0,An Unfinished Life
Dutch FilmWorks (DFW),6.1,The Final Cut
Dutch FilmWorks (DFW),6.4,Out of Time
Dutch FilmWorks (DFW),7.5,The Aviator
Dutch FilmWorks (DFW),7.5,The Aviator
Dutch FilmWorks (DFW),4.7,The Grudge 2
Dutch FilmWorks (DFW),6.1,The Final Cut
Dutch FilmWorks (DFW),6.1,The Final Cut
Dutch FilmWorks (DFW),6.1,The Final Cut
Dutch FilmWorks (DFW),7.1,Monster's Ball
DVD Liider,7.2,The Woodsman
DVD Service,4.8,Ghosts of Mars
DVD Service,4.8,Ghosts of Mars
DVD Service,4.8,Ghosts of Mars
e-m-s the DVD-Company,5.4,Havoc
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,5.4,Havoc
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
e-m-s the DVD-Company,7.3,Monster
E.D. Distribution,6.9,Primer
E1 Entertainment,5.8,The Fourth Kind
E1 Entertainment,5.8,The Fourth Kind
E1 Entertainment,5.8,The Fourth Kind
E1 Entertainment,5.8,The Fourth Kind
E1 Entertainment Benelux,5.6,Dread
E1 Entertainment Benelux,7.3,Law Abiding Citizen
E1 Entertainment Benelux,7.3,Law Abiding Citizen
E1 Entertainment Benelux,7.3,Law Abiding Citizen
E1 Entertainment Benelux,5.6,Dread
Eagle Entertainment,4.6,Civil Brand
Eagle Entertainment,7.1,The Grey Zone
Eagle Entertainment,7.1,The Grey Zone
Eagle Films,6.8,The Matador
Eagle Films,6.1,The Final Cut
Eagle Films,6.1,The Final Cut
Eagle Films,6.1,The Final Cut
Eagle Films,6.8,The Matador
Eagle Films,6.5,Wonderland
Eagle Films,7.5,The Aviator
Eagle Films,6.5,Wonderland
Eagle Films,6.8,The Matador
Eagle Films,6.5,Wonderland
Eagle Films,6.8,The Pledge
Eagle Films,6.1,The Final Cut
Eagle Films,6.8,The Matador
Eagle Films,6.7,Confidence
Eagle Films,7.5,Gangs of New York
Eagle Films,6.7,Confidence
Eagle Films,7.5,Gangs of New York
Eagle Films,6.7,Confidence
Eagle Films,5.2,Dark Country
Eagle Films,6.7,Confidence
Eagle Films,5.2,Dark Country
Eagle Films,7.0,An Unfinished Life
Eagle Films,7.3,Law Abiding Citizen
Eagle Films,7.0,An Unfinished Life
Eagle Films,7.3,Law Abiding Citizen
Eagle Films,5.2,Dark Country
Eagle Films,6.7,Brooklyn's Finest
Eagle Films,6.7,Brooklyn's Finest
Eagle Films,7.3,Law Abiding Citizen
Eagle Pictures,7.0,An Unfinished Life
Eagle Pictures,6.5,Cellular
Eagle Pictures,6.5,Cellular
Eagle Pictures,6.5,Cellular
Eagle Pictures,6.5,Cellular
Eagle Pictures,6.5,Cellular
Eagle Pictures,6.5,Cellular
Eagle Pictures,7.0,An Unfinished Life
Eagle Pictures,6.1,The Final Cut
Eagle Pictures,6.1,The Final Cut
Eagle Pictures,5.7,Novocaine
Eagle Pictures,5.7,Novocaine
Eagle Pictures,6.1,The Final Cut
Eagle Pictures,6.1,The Final Cut
EDKO Film,8.0,Bowling for Columbine
EDKO Film,8.0,Bowling for Columbine
EDKO Film,8.0,Bowling for Columbine
EDKO Film,8.0,Bowling for Columbine
Eén,7.1,(#1.1)
Eén,6.5,The Village
Eén,6.5,The Village
Egmont Entertainment,5.7,Novocaine
Egmont Entertainment,5.7,Novocaine
Egmont Entertainment,4.8,Ghosts of Mars
Egmont Entertainment,3.5,Black Mask 2: City of Masks
Egmont Entertainment,3.5,Black Mask 2: City of Masks
Egmont Entertainment,4.8,Ghosts of Mars
Egmont Entertainment,4.8,Ghosts of Mars
Ekaterinburg Art (EA),7.0,The Cooler
Ekaterinburg Art (EA),7.0,The Cooler
Empire,7.0,Burn After Reading
Empire,7.0,Burn After Reading
Entertainment Film Distributors,6.5,Cellular
Entertainment Film Distributors,5.2,Blood and Chocolate
Entertainment Film Distributors,5.2,Blood and Chocolate
Entertainment Film Distributors,5.2,Blood and Chocolate
Entertainment Film Distributors,6.5,Cellular
Entertainment Film Distributors,5.2,Blood and Chocolate
Entertainment Film Distributors,6.5,Cellular
Entertainment Film Distributors,6.5,Cellular
Entertainment Film Distributors,6.5,Cellular
Entertainment Film Distributors,6.5,Cellular
Entertainment Film Distributors,7.1,Monster's Ball
Entertainment Film Distributors,6.7,Storytelling
Entertainment in Video,6.5,Cellular
Entertainment in Video,6.5,Cellular
Entertainment in Video,6.5,Cellular
Entertainment in Video,6.5,Cellular
Entertainment in Video,6.5,Cellular
Entertainment in Video,6.5,Cellular
Entertainment in Video,6.8,John Q
Equinoxe Films,5.8,The Fourth Kind
Equinoxe Films,5.8,The Fourth Kind
Eurocine,6.7,Storytelling
Eurofilms,5.4,Havoc
Eurofilms,5.4,Havoc
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.1,Bad Santa
Europa Filmes,6.4,Levity
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.1,Bad Santa
Europa Filmes,6.4,Levity
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.3,Before the Devil Knows You're Dead
Europa Filmes,7.3,Before the Devil Knows You're Dead
Europa Filmes,7.1,Bad Santa
Europa Filmes,7.4,The Kid Stays in the Picture
Europa Filmes,5.5,No Good Deed
Europa Filmes,5.5,No Good Deed
Europa Filmes,5.5,No Good Deed
Europa Filmes,5.5,No Good Deed
Europa Filmes,5.5,No Good Deed
Europa Filmes,6.4,Out of Time
Europa Filmes,6.4,Out of Time
Europa Filmes,5.5,No Good Deed
Europa Filmes,5.5,No Good Deed
Europa Filmes,5.5,No Good Deed
Europa Filmes,7.4,The Kid Stays in the Picture
EuropaCorp. Distribution,7.5,The Three Burials of Melquiades Estrada
EuropaCorp. Distribution,7.9,Taken
EuropaCorp. Distribution,7.5,The Three Burials of Melquiades Estrada
EuropaCorp. Distribution,7.5,The Three Burials of Melquiades Estrada
EuropaCorp. Distribution,6.2,The Human Stain
EuropaCorp. Distribution,6.2,The Human Stain
EuropaCorp. Distribution,7.9,Taken
EuropaCorp. Distribution,7.9,Taken
EuropaCorp. Distribution,6.2,The Human Stain
EuropaCorp. Distribution,6.2,The Human Stain
EuropaCorp. Distribution,7.9,Taken
EuropaCorp. Distribution,7.9,Taken
EuropaCorp. Distribution,7.9,Taken
EuropaCorp. Japan,7.5,The Three Burials of Melquiades Estrada
EuropaCorp. Japan,7.5,The Three Burials of Melquiades Estrada
EuropaCorp. Japan,7.5,The Three Burials of Melquiades Estrada
EuroVideo,7.8,Das Experiment
EuroVideo,7.6,Mies vailla menneisyyttä
EuroVideo,7.8,Das Experiment
EuroVideo,6.8,Death Sentence
EuroVideo,7.8,Das Experiment
EuroVideo,6.8,Death Sentence
EuroVideo,7.6,Mies vailla menneisyyttä
Falcon,7.4,Capote
Falcon,7.4,Capote
Falcon,7.4,Capote
Falcon,7.9,Cinderella Man
Falcon,7.9,Cinderella Man
Falcon,7.2,Cold Mountain
Falcon,7.2,Cold Mountain
Falcon,6.5,The International
Falcon,6.4,The Da Vinci Code
Falcon,6.5,The International
Falcon,6.5,The International
Falcon,6.5,The Village
Falcon,6.5,The Village
Falcon,6.4,The Da Vinci Code
Falcon,6.1,The Ladykillers
Falcon,6.5,The International
Falcon,6.7,The Exorcism of Emily Rose
Festive Films,7.9,Taken
Festive Films,7.9,Taken
Festive Films,7.9,Taken
Film Four Distributors,6.1,Once Upon a Time in the Midlands
Film Four International,6.1,Once Upon a Time in the Midlands
Film1,7.9,Taken
Film1,7.9,Taken
Film1,7.9,Taken
Film1,7.0,Tropic Thunder
Film1,7.0,Tropic Thunder
Film1,7.0,Tropic Thunder
Film1,7.0,Tropic Thunder
Film1,7.1,Bad Santa
Film1,7.1,Bad Santa
Film1,7.1,Bad Santa
Film1,7.0,Burn After Reading
Film1,7.0,Burn After Reading
Film1,6.8,Four Brothers
Film1,6.8,Four Brothers
Film1,7.1,Bad Santa
Film1,7.3,Michael Clayton
Film1,5.2,Blood and Chocolate
Film1,5.2,Blood and Chocolate
Film1,5.2,Blood and Chocolate
Film1,5.2,Blood and Chocolate
Film1,7.1,Bad Santa
Film1,7.1,Bad Santa
Film1,7.3,Before the Devil Knows You're Dead
Film1,7.3,Before the Devil Knows You're Dead
Film1,7.5,Harry Potter and the Goblet of Fire
Film1,7.5,Harry Potter and the Goblet of Fire
Filmauro Distribuzione,6.6,Hannibal
Filmauro Distribuzione,6.6,Hannibal
Filmauro Distribuzione,6.6,Hannibal
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax,7.3,Monster
Filmax S.A.,6.5,Wonderland
Filmax S.A.,6.1,The Final Cut
Filmax S.A.,6.1,The Final Cut
Filmax S.A.,6.1,The Final Cut
Filmax S.A.,6.5,Wonderland
Filmax S.A.,6.5,Wonderland
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmax S.A.,6.1,The Final Cut
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmax S.A.,7.3,Monster
Filmcoopi Zürich,7.3,Frida
Filmcoopi Zürich,7.6,Mies vailla menneisyyttä
Filmcoopi Zürich,7.3,Frida
Filmcoopi Zürich,7.6,Mies vailla menneisyyttä
Filmcoopi Zürich,6.7,Storytelling
Filmfreak Distributie,6.9,Primer
Filmfreak Distributie,6.9,Primer
Filmladen,8.0,Bowling for Columbine
Filmladen,8.0,Bowling for Columbine
Filmladen,8.0,Bowling for Columbine
Filmladen,8.0,Bowling for Columbine
Films sans Frontières,6.6,The King
Films sans Frontières,6.6,The King
Films sans Frontières,6.6,The King
Filmwelt,6.1,Love the Hard Way
Filmwelt,6.1,Love the Hard Way
Filmwelt,6.1,Love the Hard Way
Filmwelt,6.1,Love the Hard Way
Finnkino,7.0,Public Enemies
Finnkino,7.0,Public Enemies
Finnkino,7.0,Public Enemies
Finnkino,7.0,Tropic Thunder
Finnkino,8.2,No Country for Old Men
Finnkino,8.2,No Country for Old Men
Finnkino,7.0,Tropic Thunder
Finnkino,7.0,Tropic Thunder
Finnkino,7.0,Tropic Thunder
Finnkino,6.7,Storytelling
Finnkino,8.2,No Country for Old Men
Five,7.4,Playing Cards with Coyote
Five,7.8,A561984
Flashstar Home Vídeo,6.7,May
Flashstar Home Vídeo,6.7,May
Flashstar Home Vídeo,6.7,May
Flashstar Home Vídeo,6.7,May
Forever Films,5.5,People I Know
Forever Films,5.5,People I Know
Forum,7.5,A Single Man
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,8.0,Avatar
Forum Cinemas,5.1,The Happening
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Forum Cinemas,6.9,Orphan
Four Films,7.1,Tape
Fox,7.8,Babylon
Fox,8.3,The Day That Was the Day
Fox,7.8,Then... and Again
Fox,7.4,All in the Family
Fox,8.3,The Road to Damascus
Fox,8.3,The Road to Damascus
Fox,8.3,The Day That Was the Day
Fox,7.8,Day of the Dead
Fox,7.7,Hot and Bothered
Fox,8.3,Old Cherry Blossom Road
Fox,8.0,Pick a Number
Fox,8.0,Pick a Number
Fox Filmes do Brasil,7.4,The Simpsons Movie
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox Pathé Europa,7.9,Taken
Fox-Warner,5.1,The Happening
Fox-Warner,8.4,The Prestige
Fox-Warner,8.4,The Prestige
Fox-Warner,5.4,Showtime
Fox-Warner,7.5,Waking Life
Fox-Warner,7.4,The Simpsons Movie
Fox-Warner,7.0,Syriana
Fox-Warner,6.7,The Deep End
Fox-Warner,6.7,The Deep End
Fox-Warner,8.0,Mystic River
Fox-Warner,5.8,The X Files: I Want to Believe
Fox-Warner,5.8,The X Files: I Want to Believe
Fox-Warner,5.3,The Pink Panther
Fox-Warner,7.0,Syriana
Fox-Warner,8.0,Mystic River
Fox-Warner,8.0,Mystic River
Fox-Warner,7.7,Minority Report
Fox-Warner,6.5,Cellular
Fox-Warner,7.3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Fox-Warner,7.7,Minority Report
Fox-Warner,7.5,Harry Potter and the Goblet of Fire
Fox-Warner,6.5,Cellular
Fox-Warner,7.5,Ice Age
Fox-Warner,7.7,Minority Report
Fox-Warner,6.8,John Q
Fox-Warner,6.5,Cellular
Fox-Warner,6.5,Cellular
Fox-Warner,6.5,Cellular
Fox-Warner,7.5,Harry Potter and the Goblet of Fire
Fox-Warner,6.5,Cellular
Frenetic Films,7.2,Elephant
Frenetic Films,7.2,Elephant
Frenetic Films,7.2,Elephant
Frenetic Films,6.8,Wilbur Wants to Kill Himself
Frenetic Films,7.0,Pieces of April
Frenetic Films,6.8,Wilbur Wants to Kill Himself
Front Row Filmed Entertainment,6.1,Once Upon a Time in the Midlands
Front Row Filmed Entertainment,7.1,Monster's Ball
Front Row Filmed Entertainment,5.6,My Little Eye
Front Row Filmed Entertainment,5.6,My Little Eye
Front Row Filmed Entertainment,7.2,The Woodsman
Front Row Filmed Entertainment,8.0,Bowling for Columbine
Front Row Filmed Entertainment,6.6,Luther
Front Row Filmed Entertainment,6.6,Luther
Front Row Filmed Entertainment,8.0,Bowling for Columbine
Front Row Filmed Entertainment,8.0,Bowling for Columbine
Front Row Filmed Entertainment,6.6,Luther
Front Row Filmed Entertainment,6.6,Luther
Front Row Filmed Entertainment,8.0,Bowling for Columbine
FS Film,8.0,District 9
FS Film,8.0,District 9
FS Film,7.0,Burn After Reading
FS Film,7.0,Burn After Reading
FS Film,7.3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
FS Film,8.0,District 9
FS Film,7.3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
FS Film Oy,6.5,Cellular
FS Film Oy,8.0,Avatar
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,8.0,Avatar
FS Film Oy,7.3,Michael Clayton
FS Film Oy,8.0,Avatar
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,7.0,Burn After Reading
FS Film Oy,7.0,Burn After Reading
FS Film Oy,7.7,Minority Report
FS Film Oy,6.5,Cellular
FS Film Oy,7.7,Minority Report
FS Film Oy,7.7,Minority Report
FS Film Oy,7.7,Minority Report
FS Film Oy,7.7,Minority Report
FS Film Oy,7.7,Minority Report
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.8,John Q
FS Film Oy,7.3,Before the Devil Knows You're Dead
FS Film Oy,7.3,Before the Devil Knows You're Dead
FS Film Oy,6.5,Cellular
FS Film Oy,6.5,Cellular
FS Film Oy,6.4,Notorious
FS Film Oy,7.4,The Simpsons Movie
FS Film Oy,7.5,Waking Life
FS Film Oy,6.7,The Deep End
FS Film Oy,6.7,The Deep End
FS Film Oy,6.7,The Deep End
FS Film Oy,6.7,The Deep End
FS Film Oy,7.4,The Kid Stays in the Picture
FS Film Oy,5.1,The Happening
FS Film Oy,5.3,The Pink Panther
FS Film Oy,5.8,The X Files: I Want to Believe
FS Film Oy,6.4,Notorious
FS Film Oy,5.8,The X Files: I Want to Believe
Future Film,7.2,The Woodsman
Future Film,5.1,Chocolate
Future Film,7.3,Law Abiding Citizen
Future Film,7.3,Law Abiding Citizen
Future Film,7.8,Das Experiment
Future Film,7.8,Das Experiment
Future Film,7.8,Das Experiment
Future Film,7.3,Law Abiding Citizen
GAGA,6.6,Hannibal
GAGA,6.0,Impostor
GAGA,6.6,Hannibal
GAGA,8.3,Der Untergang
GAGA,8.3,Der Untergang
GAGA,6.7,Confidence
GAGA,6.7,Confidence
GAGA,7.1,Chicago
GAGA,7.1,Chicago
GAGA,7.1,Chicago
GAGA,7.0,Burn After Reading
GAGA,7.0,Burn After Reading
GAGA,7.8,Das Experiment
GAGA,7.8,Das Experiment
GAGA,7.8,Das Experiment
GAGA,7.5,Gangs of New York
GAGA,6.6,Hannibal
GAGA,7.3,Monster
GAGA,7.3,Monster
GAGA,6.7,Confidence
GAGA,6.7,Confidence
GAGA,7.3,Monster
GAGA,7.3,Monster
GAGA,8.0,Bowling for Columbine
GAGA,8.0,Bowling for Columbine
GAGA,7.5,Gangs of New York
GAGA,7.1,Chicago
GAGA,7.1,Chicago
GAGA,7.1,Chicago
GAGA,7.3,Monster
GAGA,7.3,Monster
GAGA,8.3,Der Untergang
GAGA,8.0,Bowling for Columbine
GAGA,8.0,Bowling for Columbine
GAGA,6.8,John Q
GAGA,6.8,John Q
GAGA,7.3,Monster
GAGA,7.3,Monster
GAGA,6.0,Impostor
GAGA,7.3,Monster
GAGA,6.2,The Human Stain
GAGA,6.2,The Human Stain
GAGA,5.5,No Good Deed
GAGA,8.4,The Prestige
GAGA,5.5,No Good Deed
GAGA,5.5,No Good Deed
GAGA,7.3,Monster
GAGA,7.3,Monster
GAGA,7.3,Monster
GAGA,8.4,The Prestige
GAGA,7.0,Pieces of April
GAGA,7.0,Pieces of April
GAGA,8.4,The Prestige
GAGA,5.5,No Good Deed
GAGA,6.2,The Human Stain
